Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit,Ship_Mode,Customer_Age,Customer_Gender
ORD-00540,2023-04-02,CUST-0059,Diya Joshi,Home Office,North,Punjab,Technology,Machines,3,598.43,0.15,1526.01,149.85,Standard Class,30,Female
ORD-01513,2023-04-02,CUST-0320,Vivaan Reddy,Corporate,South,Karnataka,Office Supplies,Paper,1,81.97,0.0,81.97,22.52,Second Class,64,Male
ORD-00392,2023-04-02,CUST-0290,Aditya Rao,Consumer,East,West Bengal,Office Supplies,Art,6,110.5,0.1,596.68,123.32,Standard Class,25,Male
ORD-02521,2023-04-03,CUST-0178,Pooja Reddy,Consumer,North,Delhi,Office Supplies,Art,3,97.08,0.2,233.0,14.42,Standard Class,50,Female
ORD-01824,2023-04-03,CUST-0187,Aditya Singh,Consumer,North,Haryana,Office Supplies,Art,2,144.06,0.2,230.5,45.86,First Class,49,Male
ORD-02989,2023-04-03,CUST-0081,Ananya Kapoor,Home Office,East,West Bengal,Furniture,Furnishings,6,134.78,0.0,808.69,90.33,Same Day,20,Male
ORD-00927,2023-04-03,CUST-0044,Tara Malhotra,Corporate,North,Haryana,Furniture,Bookcases,5,571.63,0.15,2429.42,103.78,Standard Class,29,Male
ORD-02208,2023-04-03,CUST-0250,Vivaan Iyer,Corporate,Central,Chhattisgarh,Office Supplies,Binders,6,66.55,0.3,279.51,32.48,Same Day,41,Male
ORD-01516,2023-04-03,CUST-0368,Meera Chopra,Consumer,North,Haryana,Office Supplies,Storage,2,21.79,0.0,43.58,16.57,Second Class,28,Male
ORD-02856,2023-04-03,CUST-0003,Diya Chopra,Corporate,East,West Bengal,Office Supplies,Paper,3,55.13,0.2,132.32,29.06,Same Day,27,Female
ORD-01204,2023-04-04,CUST-0132,Tara Singh,Home Office,Central,Chhattisgarh,Office Supplies,Art,11,50.43,0.1,499.28,97.07,Second Class,63,Male
ORD-00822,2023-04-04,CUST-0052,Riya Singh,Corporate,South,Karnataka,Office Supplies,Binders,1,113.48,0.1,102.13,8.31,Second Class,32,Female
ORD-00975,2023-04-04,CUST-0306,Sanjay Rao,Consumer,East,Odisha,Office Supplies,Paper,2,100.95,0.15,171.61,27.23,Second Class,56,Female
ORD-00306,2023-04-05,CUST-0255,Ishaan Singh,Corporate,West,Rajasthan,Technology,Phones,4,1342.4,0.0,5369.59,961.09,Standard Class,56,Female
ORD-00350,2023-04-05,CUST-0232,Aarav Chopra,Consumer,Central,Chhattisgarh,Technology,Accessories,9,978.98,0.3,6167.58,175.41,First Class,30,Male
ORD-00583,2023-04-05,CUST-0073,Neha Gupta,Corporate,North,Punjab,Technology,Copiers,10,312.25,0.1,2810.23,362.0,Standard Class,40,Female
ORD-00211,2023-04-05,CUST-0236,Sanjay Gupta,Consumer,Central,Madhya Pradesh,Office Supplies,Art,1,106.24,0.0,106.24,18.87,Standard Class,54,Male
ORD-00174,2023-04-06,CUST-0262,Arjun Kapoor,Consumer,East,Bihar,Furniture,Bookcases,8,656.3,0.1,4725.39,334.88,Same Day,38,Male
ORD-02838,2023-04-06,CUST-0260,Aditya Joshi,Consumer,Central,Uttar Pradesh,Technology,Accessories,5,1391.87,0.15,5915.47,633.14,Standard Class,56,Female
ORD-01782,2023-04-06,CUST-0273,Diya Chopra,Corporate,West,Rajasthan,Technology,Machines,3,913.22,0.15,2328.72,250.72,First Class,58,Male
ORD-00838,2023-04-06,CUST-0098,Karan Singh,Corporate,West,Maharashtra,Office Supplies,Art,3,72.84,0.0,218.52,47.83,Second Class,55,Male
ORD-00682,2023-04-06,CUST-0202,Diya Bose,Consumer,East,Bihar,Technology,Machines,7,747.54,0.1,4709.48,627.99,Second Class,52,Male
ORD-02942,2023-04-07,CUST-0191,Myra Verma,Consumer,East,West Bengal,Office Supplies,Art,4,111.97,0.0,447.87,113.54,Standard Class,30,Female
ORD-01856,2023-04-07,CUST-0192,Riya Singh,Home Office,South,Kerala,Technology,Copiers,7,1465.86,0.0,10261.04,1850.25,Standard Class,27,Male
ORD-01036,2023-04-08,CUST-0167,Priya Nair,Home Office,West,Rajasthan,Furniture,Tables,3,218.82,0.2,525.16,9.64,Standard Class,30,Female
ORD-00421,2023-04-08,CUST-0387,Priya Joshi,Consumer,Central,Madhya Pradesh,Technology,Copiers,10,1141.73,0.0,11417.35,2055.41,Same Day,28,Male
ORD-00153,2023-04-09,CUST-0337,Diya Chopra,Consumer,Central,Madhya Pradesh,Technology,Accessories,11,1011.6,0.1,10014.82,1312.83,First Class,46,Male
ORD-01029,2023-04-09,CUST-0346,Amit Reddy,Consumer,Central,Chhattisgarh,Office Supplies,Art,11,139.27,0.0,1531.98,380.14,Standard Class,42,Female
ORD-02520,2023-04-09,CUST-0088,Rohan Mehta,Home Office,South,Tamil Nadu,Office Supplies,Storage,10,145.05,0.2,1160.44,185.01,Standard Class,45,Female
ORD-00274,2023-04-09,CUST-0223,Arjun Sharma,Consumer,West,Rajasthan,Office Supplies,Storage,4,107.58,0.3,301.22,20.13,Second Class,32,Male
ORD-00402,2023-04-10,CUST-0094,Diya Kapoor,Home Office,West,Rajasthan,Office Supplies,Paper,11,82.35,0.1,815.31,164.11,Standard Class,49,Female
ORD-02809,2023-04-10,CUST-0374,Amit Rao,Consumer,West,Rajasthan,Furniture,Tables,8,226.91,0.0,1815.29,212.73,First Class,30,Male
ORD-00811,2023-04-10,CUST-0070,Saanvi Malhotra,Home Office,East,West Bengal,Furniture,Furnishings,3,688.58,0.1,1859.16,138.48,First Class,48,Female
ORD-00194,2023-04-11,CUST-0281,Ishaan Mehta,Corporate,South,Karnataka,Office Supplies,Paper,8,100.87,0.0,806.92,190.08,Second Class,52,Female
ORD-00595,2023-04-11,CUST-0013,Karan Rao,Consumer,Central,Uttar Pradesh,Furniture,Chairs,11,511.41,0.1,5062.97,342.84,Same Day,49,Female
ORD-00819,2023-04-11,CUST-0018,Arjun Joshi,Home Office,North,Punjab,Furniture,Furnishings,11,574.38,0.15,5370.48,247.75,First Class,40,Male
ORD-02142,2023-04-12,CUST-0336,Meera Joshi,Corporate,South,Karnataka,Technology,Machines,1,1092.19,0.0,1092.19,189.6,Same Day,62,Male
ORD-02724,2023-04-12,CUST-0322,Arjun Singh,Consumer,South,Karnataka,Technology,Machines,3,520.88,0.2,1250.12,96.17,Second Class,34,Male
ORD-00582,2023-04-12,CUST-0257,Vivaan Sharma,Consumer,West,Maharashtra,Furniture,Tables,9,177.61,0.1,1438.68,106.63,Same Day,49,Female
ORD-02625,2023-04-12,CUST-0374,Amit Rao,Consumer,West,Rajasthan,Furniture,Tables,10,332.4,0.4,1994.42,-163.82,Standard Class,30,Male
ORD-01562,2023-04-12,CUST-0216,Ishaan Nair,Consumer,North,Delhi,Furniture,Furnishings,6,534.18,0.3,2243.56,-80.15,Standard Class,25,Male
ORD-02423,2023-04-12,CUST-0319,Saanvi Verma,Corporate,South,Karnataka,Technology,Machines,9,115.64,0.0,1040.74,198.6,Standard Class,55,Male
ORD-00614,2023-04-12,CUST-0095,Saanvi Bose,Consumer,Central,Chhattisgarh,Office Supplies,Binders,2,83.8,0.0,167.61,29.05,Same Day,62,Female
ORD-02959,2023-04-13,CUST-0022,Saanvi Patel,Consumer,South,Tamil Nadu,Office Supplies,Paper,6,123.03,0.15,627.44,92.39,Second Class,58,Female
ORD-02877,2023-04-13,CUST-0079,Amit Kapoor,Consumer,South,Karnataka,Office Supplies,Storage,8,9.65,0.1,69.51,20.35,Standard Class,40,Female
ORD-00973,2023-04-13,CUST-0217,Neha Iyer,Consumer,West,Rajasthan,Furniture,Furnishings,3,774.69,0.3,1626.85,-36.63,First Class,29,Female
ORD-00690,2023-04-13,CUST-0309,Ananya Bose,Consumer,West,Gujarat,Furniture,Bookcases,6,708.03,0.2,3398.55,65.45,Standard Class,23,Male
ORD-02428,2023-04-14,CUST-0116,Rohan Singh,Home Office,Central,Madhya Pradesh,Technology,Copiers,4,1047.22,0.1,3769.98,507.13,Second Class,42,Male
ORD-00834,2023-04-14,CUST-0249,Kabir Iyer,Consumer,Central,Madhya Pradesh,Technology,Copiers,4,913.02,0.3,2556.45,81.85,Standard Class,59,Female
ORD-00749,2023-04-14,CUST-0203,Sanjay Bose,Corporate,South,Karnataka,Office Supplies,Paper,9,108.84,0.2,783.64,127.88,Standard Class,39,Male
ORD-01673,2023-04-14,CUST-0164,Aarav Joshi,Consumer,South,Kerala,Office Supplies,Storage,7,133.99,0.15,797.26,132.79,Standard Class,25,Male
ORD-01554,2023-04-14,CUST-0013,Karan Rao,Consumer,Central,Chhattisgarh,Technology,Accessories,9,1455.98,0.1,11793.46,1542.88,First Class,49,Female
ORD-00563,2023-04-15,CUST-0143,Kabir Kapoor,Consumer,South,Karnataka,Office Supplies,Storage,9,27.07,0.0,243.59,71.29,First Class,37,Male
ORD-00493,2023-04-15,CUST-0359,Priya Joshi,Corporate,South,Tamil Nadu,Technology,Phones,6,1128.46,0.0,6770.75,1220.82,Standard Class,63,Female
ORD-02133,2023-04-15,CUST-0311,Rohan Kapoor,Consumer,Central,Madhya Pradesh,Office Supplies,Art,2,64.66,0.3,90.52,15.13,Same Day,21,Female
ORD-00679,2023-04-16,CUST-0218,Amit Gupta,Corporate,East,Odisha,Office Supplies,Art,7,103.18,0.0,722.26,179.06,Same Day,24,Female
ORD-01751,2023-04-16,CUST-0158,Saanvi Iyer,Consumer,South,Karnataka,Office Supplies,Paper,4,137.64,0.0,550.54,130.24,Second Class,25,Female
ORD-01161,2023-04-16,CUST-0081,Ananya Kapoor,Home Office,East,Bihar,Technology,Machines,9,303.2,0.0,2728.79,499.93,Standard Class,20,Male
ORD-01847,2023-04-16,CUST-0052,Riya Singh,Corporate,South,Karnataka,Furniture,Bookcases,3,109.03,0.15,278.03,15.2,Standard Class,32,Female
ORD-02933,2023-04-16,CUST-0165,Arjun Nair,Consumer,East,Odisha,Office Supplies,Paper,5,146.54,0.0,732.72,194.31,Second Class,23,Male
ORD-00060,2023-04-16,CUST-0008,Aditya Nair,Consumer,West,Maharashtra,Office Supplies,Art,6,144.78,0.15,738.4,140.08,First Class,31,Male
ORD-01088,2023-04-16,CUST-0185,Tara Rao,Consumer,North,Delhi,Office Supplies,Paper,8,82.59,0.0,660.72,164.48,Standard Class,34,Female
ORD-02585,2023-04-17,CUST-0343,Priya Mehta,Consumer,West,Gujarat,Office Supplies,Storage,9,67.64,0.0,608.75,143.59,Second Class,57,Male
ORD-01438,2023-04-17,CUST-0362,Diya Mehta,Consumer,South,Kerala,Furniture,Furnishings,8,333.62,0.15,2268.59,108.1,Standard Class,24,Male
ORD-00590,2023-04-17,CUST-0250,Vivaan Iyer,Corporate,Central,Chhattisgarh,Technology,Accessories,11,883.09,0.15,8256.91,873.51,Second Class,41,Male
ORD-00317,2023-04-17,CUST-0092,Saanvi Gupta,Consumer,South,Karnataka,Furniture,Furnishings,8,532.33,0.0,4258.63,520.23,Standard Class,45,Male
ORD-01351,2023-04-18,CUST-0172,Amit Sharma,Corporate,South,Karnataka,Technology,Phones,1,471.03,0.0,471.03,86.22,Standard Class,22,Female
ORD-00339,2023-04-18,CUST-0064,Aditya Sharma,Consumer,North,Haryana,Office Supplies,Paper,2,75.05,0.15,127.59,22.33,Second Class,23,Female
ORD-02966,2023-04-18,CUST-0285,Tara Sharma,Corporate,East,Bihar,Furniture,Furnishings,5,562.5,0.1,2531.25,181.84,Standard Class,21,Female
ORD-02492,2023-04-19,CUST-0054,Aarav Kapoor,Corporate,West,Gujarat,Office Supplies,Storage,1,53.38,0.0,53.38,-2.2,First Class,62,Male
ORD-02890,2023-04-19,CUST-0188,Pooja Singh,Corporate,Central,Chhattisgarh,Technology,Copiers,10,282.88,0.15,2404.48,237.01,Second Class,57,Female
ORD-01139,2023-04-19,CUST-0395,Pooja Rao,Corporate,Central,Madhya Pradesh,Furniture,Furnishings,10,330.74,0.0,3307.44,398.09,First Class,57,Male
ORD-02588,2023-04-19,CUST-0048,Ananya Rao,Consumer,Central,Uttar Pradesh,Office Supplies,Storage,4,99.02,0.1,356.48,77.8,Second Class,24,Male
ORD-01358,2023-04-19,CUST-0274,Myra Mehta,Corporate,West,Gujarat,Furniture,Bookcases,1,791.27,0.0,791.27,77.08,Standard Class,59,Female
ORD-02442,2023-04-19,CUST-0095,Saanvi Bose,Consumer,Central,Madhya Pradesh,Office Supplies,Paper,7,23.57,0.3,115.52,10.22,First Class,62,Female
ORD-00634,2023-04-19,CUST-0138,Sanjay Rao,Corporate,South,Tamil Nadu,Office Supplies,Binders,5,18.66,0.0,93.32,25.68,Standard Class,23,Female
ORD-01527,2023-04-19,CUST-0384,Saanvi Gupta,Consumer,West,Rajasthan,Office Supplies,Art,7,82.38,0.2,461.3,66.38,First Class,34,Male
ORD-02570,2023-04-20,CUST-0357,Rohan Joshi,Consumer,Central,Chhattisgarh,Office Supplies,Paper,6,24.86,0.4,89.49,1.7,Standard Class,62,Female
ORD-01533,2023-04-20,CUST-0123,Saanvi Joshi,Consumer,East,West Bengal,Office Supplies,Storage,10,38.38,0.15,326.19,54.81,First Class,44,Female
ORD-00452,2023-04-20,CUST-0182,Aditya Joshi,Home Office,East,West Bengal,Furniture,Bookcases,3,456.32,0.3,958.27,-30.24,Standard Class,47,Female
ORD-00067,2023-04-20,CUST-0355,Aarav Reddy,Consumer,East,Bihar,Office Supplies,Binders,2,19.64,0.15,33.38,4.48,Second Class,52,Male
ORD-02271,2023-04-21,CUST-0153,Aditya Bose,Corporate,Central,Chhattisgarh,Office Supplies,Binders,8,92.68,0.0,741.42,186.17,Standard Class,56,Female
ORD-01733,2023-04-21,CUST-0306,Sanjay Rao,Consumer,East,West Bengal,Office Supplies,Paper,1,21.76,0.1,19.58,-13.15,Standard Class,56,Female
ORD-01559,2023-04-21,CUST-0193,Aarav Rao,Home Office,North,Delhi,Furniture,Furnishings,7,563.12,0.1,3547.68,252.2,Second Class,45,Female
ORD-00905,2023-04-21,CUST-0032,Tara Singh,Corporate,North,Haryana,Furniture,Tables,3,220.71,0.15,562.81,22.0,Standard Class,57,Male
ORD-00055,2023-04-21,CUST-0064,Aditya Sharma,Consumer,North,Delhi,Office Supplies,Art,4,86.15,0.0,344.62,86.43,Standard Class,23,Female
ORD-01302,2023-04-21,CUST-0173,Kabir Joshi,Consumer,North,Delhi,Office Supplies,Paper,9,103.85,0.15,794.47,141.91,Standard Class,50,Male
ORD-02702,2023-04-21,CUST-0149,Meera Kapoor,Consumer,Central,Madhya Pradesh,Technology,Copiers,8,1342.13,0.1,9663.37,1269.95,Second Class,63,Male
ORD-02589,2023-04-21,CUST-0127,Aditya Malhotra,Corporate,South,Karnataka,Office Supplies,Storage,4,87.13,0.0,348.54,101.4,Standard Class,58,Female
ORD-01340,2023-04-22,CUST-0381,Rohan Reddy,Home Office,West,Rajasthan,Furniture,Furnishings,1,319.23,0.2,255.38,-8.68,Standard Class,42,Male
ORD-02703,2023-04-23,CUST-0398,Neha Iyer,Corporate,Central,Uttar Pradesh,Technology,Accessories,5,1041.11,0.3,3643.88,107.11,Second Class,37,Male
ORD-01600,2023-04-23,CUST-0280,Ishaan Rao,Corporate,Central,Madhya Pradesh,Office Supplies,Storage,3,8.23,0.1,22.22,5.77,Standard Class,34,Male
ORD-00524,2023-04-23,CUST-0282,Kabir Rao,Consumer,North,Punjab,Office Supplies,Storage,9,93.38,0.1,756.39,131.49,Standard Class,44,Female
ORD-01914,2023-04-23,CUST-0344,Karan Chopra,Consumer,West,Gujarat,Technology,Accessories,4,474.66,0.1,1708.76,210.59,Standard Class,25,Male
ORD-02228,2023-04-23,CUST-0182,Aditya Joshi,Home Office,East,West Bengal,Furniture,Bookcases,11,773.35,0.1,7656.19,529.52,Standard Class,47,Female
ORD-02531,2023-04-23,CUST-0344,Karan Chopra,Consumer,West,Maharashtra,Furniture,Bookcases,2,591.91,0.15,1006.25,36.89,Second Class,25,Male
ORD-01231,2023-04-23,CUST-0297,Karan Rao,Consumer,West,Maharashtra,Office Supplies,Paper,4,70.28,0.1,253.01,64.29,First Class,48,Female
ORD-01372,2023-04-23,CUST-0105,Aditya Sharma,Home Office,Central,Madhya Pradesh,Technology,Phones,11,460.06,0.3,3542.47,107.99,Standard Class,45,Male
ORD-02915,2023-04-23,CUST-0125,Aditya Iyer,Home Office,West,Gujarat,Office Supplies,Art,1,109.58,0.2,87.66,7.98,Standard Class,47,Female
ORD-02304,2023-04-24,CUST-0167,Priya Nair,Home Office,West,Gujarat,Office Supplies,Storage,4,90.36,0.1,325.3,56.1,First Class,30,Female
ORD-02305,2023-04-24,CUST-0175,Ishaan Gupta,Corporate,East,West Bengal,Office Supplies,Art,6,17.24,0.0,103.42,17.13,First Class,56,Male
ORD-00219,2023-04-25,CUST-0339,Aarav Gupta,Consumer,West,Gujarat,Furniture,Bookcases,3,88.36,0.1,238.58,27.59,Standard Class,39,Male
ORD-00854,2023-04-25,CUST-0073,Neha Gupta,Corporate,North,Haryana,Technology,Accessories,11,1306.09,0.0,14366.98,2562.15,Same Day,40,Female
ORD-00426,2023-04-25,CUST-0230,Sanjay Rao,Consumer,West,Gujarat,Technology,Copiers,5,536.79,0.1,2415.58,308.32,Standard Class,36,Female
ORD-00023,2023-04-25,CUST-0160,Aarav Bose,Home Office,North,Haryana,Technology,Machines,7,1198.55,0.15,7131.39,752.88,Second Class,52,Female
ORD-00013,2023-04-25,CUST-0010,Karan Bose,Consumer,South,Karnataka,Technology,Machines,11,1192.98,0.1,11810.54,1520.87,Standard Class,63,Female
ORD-02207,2023-04-25,CUST-0278,Tara Chopra,Home Office,North,Delhi,Furniture,Bookcases,6,710.53,0.0,4263.19,513.34,Standard Class,52,Male
ORD-02471,2023-04-25,CUST-0127,Aditya Malhotra,Corporate,South,Kerala,Office Supplies,Storage,10,106.94,0.3,748.61,78.15,Standard Class,58,Female
ORD-02689,2023-04-25,CUST-0203,Sanjay Bose,Corporate,South,Karnataka,Office Supplies,Art,3,100.13,0.2,240.32,34.63,Standard Class,39,Male
ORD-01128,2023-04-26,CUST-0009,Vivaan Singh,Consumer,South,Kerala,Technology,Phones,11,610.4,0.15,5707.23,579.31,Second Class,20,Female
ORD-00025,2023-04-26,CUST-0061,Sanjay Patel,Consumer,Central,Chhattisgarh,Office Supplies,Storage,9,84.58,0.0,761.23,187.94,Second Class,27,Male
ORD-00165,2023-04-26,CUST-0385,Aarav Reddy,Home Office,West,Gujarat,Office Supplies,Art,1,31.93,0.3,22.35,5.48,Same Day,40,Male
ORD-02239,2023-04-26,CUST-0300,Meera Gupta,Consumer,South,Karnataka,Office Supplies,Art,9,105.8,0.15,809.33,129.53,Same Day,58,Female
ORD-01925,2023-04-26,CUST-0025,Saanvi Mehta,Home Office,South,Karnataka,Office Supplies,Binders,2,16.32,0.0,32.64,13.79,Same Day,57,Female
ORD-02552,2023-04-26,CUST-0175,Ishaan Gupta,Corporate,East,Odisha,Furniture,Furnishings,6,464.01,0.0,2784.04,340.98,Standard Class,56,Male
ORD-02876,2023-04-27,CUST-0316,Priya Patel,Consumer,East,Bihar,Technology,Accessories,6,1385.13,0.0,8310.76,1510.9,Same Day,57,Male
ORD-01710,2023-04-28,CUST-0339,Aarav Gupta,Consumer,West,Maharashtra,Office Supplies,Art,2,119.72,0.3,167.61,22.64,Same Day,39,Male
ORD-00934,2023-04-28,CUST-0112,Vivaan Reddy,Home Office,East,West Bengal,Office Supplies,Art,1,83.78,0.1,75.4,18.86,Second Class,45,Male
ORD-01746,2023-04-28,CUST-0118,Priya Singh,Consumer,South,Tamil Nadu,Technology,Accessories,6,587.46,0.2,2819.82,213.41,Second Class,64,Male
ORD-00949,2023-04-29,CUST-0242,Meera Reddy,Corporate,North,Punjab,Furniture,Furnishings,3,258.21,0.0,774.63,96.13,Second Class,30,Female
ORD-01905,2023-04-29,CUST-0048,Ananya Rao,Consumer,Central,Uttar Pradesh,Technology,Machines,6,1054.71,0.1,5695.41,740.48,Standard Class,24,Male
ORD-02012,2023-04-29,CUST-0102,Riya Mehta,Corporate,West,Maharashtra,Technology,Phones,8,1447.4,0.0,11579.2,2062.48,Second Class,34,Male
ORD-00992,2023-04-29,CUST-0199,Ananya Rao,Corporate,East,Bihar,Office Supplies,Art,8,52.23,0.15,355.18,54.57,Same Day,23,Female
ORD-00763,2023-04-29,CUST-0127,Aditya Malhotra,Corporate,South,Kerala,Technology,Copiers,10,1104.8,0.0,11047.98,1974.61,Same Day,58,Female
ORD-01043,2023-04-30,CUST-0107,Riya Kapoor,Home Office,East,West Bengal,Office Supplies,Paper,10,127.36,0.0,1273.63,301.71,First Class,42,Male
ORD-02462,2023-04-30,CUST-0207,Arjun Rao,Corporate,East,Odisha,Office Supplies,Binders,9,38.45,0.1,311.44,61.57,Standard Class,33,Female
ORD-02148,2023-05-01,CUST-0063,Karan Singh,Corporate,North,Delhi,Office Supplies,Paper,7,38.95,0.0,272.66,83.63,Second Class,59,Male
ORD-01170,2023-05-01,CUST-0088,Rohan Mehta,Home Office,South,Tamil Nadu,Office Supplies,Paper,8,25.0,0.1,179.99,34.16,Standard Class,45,Female
ORD-01430,2023-05-01,CUST-0004,Ananya Mehta,Consumer,South,Karnataka,Office Supplies,Art,1,107.69,0.0,107.69,43.92,Standard Class,58,Male
ORD-02828,2023-05-01,CUST-0043,Sanjay Chopra,Corporate,North,Haryana,Furniture,Furnishings,7,108.95,0.0,762.66,76.97,Standard Class,36,Female
ORD-01608,2023-05-03,CUST-0078,Ananya Chopra,Consumer,West,Gujarat,Technology,Phones,4,1272.66,0.0,5090.65,906.18,Standard Class,41,Male
ORD-01502,2023-05-03,CUST-0187,Aditya Singh,Consumer,North,Punjab,Furniture,Chairs,9,189.57,0.0,1706.11,207.92,Second Class,49,Male
ORD-02863,2023-05-03,CUST-0320,Vivaan Reddy,Corporate,South,Karnataka,Office Supplies,Storage,2,112.25,0.1,202.05,34.34,Second Class,64,Male
ORD-00357,2023-05-03,CUST-0319,Saanvi Verma,Corporate,South,Karnataka,Furniture,Chairs,10,705.26,0.1,6347.33,442.31,Second Class,55,Male
ORD-00572,2023-05-03,CUST-0140,Riya Verma,Consumer,North,Delhi,Furniture,Bookcases,10,220.83,0.1,1987.5,124.89,First Class,22,Male
ORD-02501,2023-05-03,CUST-0244,Sanjay Reddy,Home Office,South,Karnataka,Furniture,Bookcases,8,390.93,0.0,3127.47,395.68,Standard Class,53,Female
ORD-00645,2023-05-03,CUST-0157,Aditya Chopra,Corporate,North,Haryana,Furniture,Chairs,3,503.09,0.0,1509.26,190.55,Standard Class,64,Male
ORD-01981,2023-05-03,CUST-0116,Rohan Singh,Home Office,Central,Chhattisgarh,Office Supplies,Storage,5,75.64,0.2,302.57,28.95,Standard Class,42,Male
ORD-01294,2023-05-04,CUST-0354,Pooja Malhotra,Consumer,West,Rajasthan,Technology,Machines,9,236.82,0.1,1918.22,242.05,Standard Class,44,Male
ORD-01152,2023-05-04,CUST-0295,Ishaan Joshi,Corporate,East,Bihar,Office Supplies,Paper,2,5.49,0.1,9.88,25.52,Standard Class,61,Male
ORD-00535,2023-05-04,CUST-0390,Aditya Reddy,Consumer,East,Bihar,Office Supplies,Paper,5,101.29,0.0,506.45,125.09,Standard Class,60,Female
ORD-01216,2023-05-04,CUST-0086,Karan Joshi,Consumer,Central,Uttar Pradesh,Office Supplies,Art,7,27.74,0.0,194.19,59.7,Standard Class,53,Female
ORD-00584,2023-05-05,CUST-0227,Aarav Mehta,Consumer,South,Tamil Nadu,Technology,Phones,6,539.35,0.0,3236.12,545.54,First Class,20,Male
ORD-02494,2023-05-05,CUST-0210,Amit Nair,Consumer,West,Rajasthan,Office Supplies,Paper,8,99.22,0.0,793.78,195.02,Second Class,30,Female
ORD-02679,2023-05-05,CUST-0257,Vivaan Sharma,Consumer,West,Gujarat,Furniture,Tables,4,667.14,0.15,2268.26,106.11,Standard Class,49,Female
ORD-02440,2023-05-05,CUST-0289,Neha Patel,Consumer,East,West Bengal,Furniture,Chairs,1,96.27,0.0,96.27,3.39,Standard Class,58,Female
ORD-02881,2023-05-05,CUST-0373,Arjun Reddy,Consumer,East,Odisha,Office Supplies,Paper,10,111.3,0.0,1112.95,279.79,Standard Class,41,Female
ORD-00143,2023-05-06,CUST-0055,Kabir Mehta,Home Office,East,Odisha,Office Supplies,Storage,11,77.55,0.15,725.11,113.78,Second Class,30,Male
ORD-01390,2023-05-06,CUST-0400,Diya Verma,Consumer,South,Kerala,Furniture,Chairs,4,154.13,0.2,493.22,10.87,Standard Class,53,Female
ORD-02616,2023-05-06,CUST-0043,Sanjay Chopra,Corporate,North,Haryana,Technology,Copiers,5,1454.33,0.3,5090.15,162.21,Standard Class,36,Female
ORD-00057,2023-05-06,CUST-0369,Sanjay Chopra,Consumer,East,West Bengal,Office Supplies,Storage,4,145.76,0.4,349.82,43.82,Standard Class,48,Female
ORD-01953,2023-05-06,CUST-0229,Vivaan Bose,Consumer,Central,Uttar Pradesh,Office Supplies,Storage,11,92.99,0.0,1022.9,266.35,Standard Class,28,Female
ORD-01092,2023-05-07,CUST-0169,Diya Kapoor,Corporate,East,West Bengal,Technology,Machines,3,936.04,0.4,1684.87,-48.38,Standard Class,50,Male
ORD-01785,2023-05-07,CUST-0326,Ananya Rao,Consumer,West,Rajasthan,Office Supplies,Paper,2,134.0,0.1,241.19,51.65,Second Class,48,Female
ORD-00999,2023-05-07,CUST-0049,Aarav Joshi,Consumer,North,Delhi,Office Supplies,Art,11,72.22,0.0,794.37,180.56,Standard Class,53,Female
ORD-01233,2023-05-07,CUST-0055,Kabir Mehta,Home Office,East,West Bengal,Furniture,Chairs,8,755.76,0.1,5441.51,368.53,Second Class,30,Male
ORD-00029,2023-05-07,CUST-0267,Karan Chopra,Corporate,North,Punjab,Furniture,Furnishings,9,483.2,0.1,3913.88,274.65,Second Class,64,Male
ORD-02157,2023-05-08,CUST-0378,Aarav Nair,Corporate,North,Haryana,Technology,Machines,10,415.99,0.1,3743.87,475.4,Standard Class,40,Male
ORD-00972,2023-05-08,CUST-0324,Aarav Nair,Corporate,Central,Chhattisgarh,Office Supplies,Paper,2,104.66,0.0,209.31,48.98,Standard Class,27,Male
ORD-02993,2023-05-08,CUST-0294,Arjun Sharma,Consumer,South,Karnataka,Furniture,Chairs,9,735.57,0.1,5958.14,398.59,Second Class,27,Female
ORD-02194,2023-05-08,CUST-0026,Vivaan Iyer,Consumer,North,Punjab,Office Supplies,Storage,4,59.33,0.4,142.4,13.16,Standard Class,53,Male
ORD-02164,2023-05-08,CUST-0172,Amit Sharma,Corporate,South,Karnataka,Technology,Copiers,3,1358.2,0.0,4074.6,729.55,Standard Class,22,Female
ORD-00281,2023-05-09,CUST-0194,Rohan Nair,Consumer,Central,Chhattisgarh,Office Supplies,Binders,8,127.99,0.0,1023.89,249.49,Standard Class,64,Male
ORD-01798,2023-05-10,CUST-0365,Ishaan Kapoor,Consumer,Central,Chhattisgarh,Technology,Phones,6,1309.96,0.0,7859.75,1420.24,Second Class,61,Male
ORD-01681,2023-05-10,CUST-0022,Saanvi Patel,Consumer,South,Tamil Nadu,Office Supplies,Paper,4,27.8,0.1,100.09,10.95,Same Day,58,Female
ORD-00208,2023-05-10,CUST-0348,Rohan Joshi,Consumer,South,Tamil Nadu,Office Supplies,Binders,7,89.06,0.2,498.74,66.75,Standard Class,62,Female
ORD-02350,2023-05-11,CUST-0100,Saanvi Iyer,Consumer,East,West Bengal,Technology,Copiers,5,150.51,0.2,602.04,49.3,Standard Class,27,Male
ORD-01565,2023-05-11,CUST-0255,Ishaan Singh,Corporate,West,Gujarat,Technology,Accessories,9,1231.79,0.0,11086.09,1978.95,Second Class,56,Female
